15905_BKAQ,193642155358,WOMENS GO WALK 5-TRUE,15905_BKAQ,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Black,10,
15905_NVPK,193642987447,WOMENS GO WALK 5-TRUE,15905_NVPK,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,8,
15905_NVPK,193642987461,WOMENS GO WALK 5-TRUE,15905_NVPK,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,9,
15905_NVPK,193642987485,WOMENS GO WALK 5-TRUE,15905_NVPK,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,10,
15911_MVE,193113956484,WOMENS GO WALK 5-BRAVE,15911_MVE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,7,
15911_MVE,193113956545,WOMENS GO WALK 5-BRAVE,15911_MVE,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,10,
15911_NVGD,193113887931,WOMENS GO WALK 5-BRAVE,15911_NVGD,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,8,
15942_LTPK,193642588149,WOMENS GO WALK 5-PERFECT,15942_LTPK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,6,
15942_LTPK,193642588163,WOMENS GO WALK 5-PERFECT,15942_LTPK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,7,
15942_LTPK,193642588187,WOMENS GO WALK 5-PERFECT,15942_LTPK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,8,
15942_LTPK,193642588200,WOMENS GO WALK 5-PERFECT,15942_LTPK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,9,
15942_LTPK,193642588224,WOMENS GO WALK 5-PERFECT,15942_LTPK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,10,
15942_PUR,193642155136,WOMENS GO WALK 5-PERFECT,15942_PUR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,6,
15942_PUR,193642155150,WOMENS GO WALK 5-PERFECT,15942_PUR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,7,
15942_PUR,193642155174,WOMENS GO WALK 5-PERFECT,15942_PUR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,8,
15942_PUR,193642155198,WOMENS GO WALK 5-PERFECT,15942_PUR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,9,
15942_PUR,193642155211,WOMENS GO WALK 5-PERFECT,15942_PUR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,10,
15952_HPK,194428404493,WOMENS GO WALK 5 - TRENDY,15952_HPK,Women,Footwear,Performance - Walking,100,5799.0,5799.0,Pink,6,
15952_HPK,194428404516,WOMENS GO WALK 5 - TRENDY,15952_HPK,Women,Footwear,Performance - Walking,100,5799.0,5799.0,Pink,7,
15952_HPK,194428404530,WOMENS GO WALK 5 - TRENDY,15952_HPK,Women,Footwear,Performance - Walking,100,5799.0,5799.0,Pink,8,
15952_HPK,194428404554,WOMENS GO WALK 5 - TRENDY,15952_HPK,Women,Footwear,Performance - Walking,100,5799.0,5799.0,Pink,9,
15952_HPK,194428404578,WOMENS GO WALK 5 - TRENDY,15952_HPK,Women,Footwear,Performance - Walking,100,5799.0,5799.0,Pink,10,
15952_MVE,194428036076,WOMENS GO WALK 5 - TRENDY,15952_MVE,Women,Footwear,Performance - Walking,100,5799.0,5799.0,Purple,6,
15953_NVAQ,193642503906,WOMENS GO WALK 5 - EXQUSITE,15953_NVAQ,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Navy,8,
16051_MVPR,193642587623,WOMENS GO RUN MOJO 2.0-ESCAPE,16051_MVPR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,5,
16051_MVPR,193642587708,WOMENS GO RUN MOJO 2.0-ESCAPE,16051_MVPR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,9,
16098_BURG,194428236438,WOMENS GO WALK AIR,16098_BURG,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Red,7,
15460_BLU,193113683243,WOMENS GO WALK LITE - FLORET,15460_BLU,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Blue,10,
15460_CHAR,192283139772,WOMENS GO WALK LITE - FLORET,15460_CHAR,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Charcoal,6,
15460_CHAR,192283139796,WOMENS GO WALK LITE - FLORET,15460_CHAR,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Charcoal,7,
15467_GRY,193113378453,WOMENS GO WALK LITE - DIVINE,15467_GRY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Grey,6,
15467_GRY,193113378477,WOMENS GO WALK LITE - DIVINE,15467_GRY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Grey,7,
15467_GRY,193113378491,WOMENS GO WALK LITE - DIVINE,15467_GRY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Grey,8,
15467_GRY,193113378514,WOMENS GO WALK LITE - DIVINE,15467_GRY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Grey,9,
15467_GRY,193113378538,WOMENS GO WALK LITE - DIVINE,15467_GRY,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Grey,10,
15467_LTMV,193113554048,WOMENS GO WALK LITE - DIVINE,15467_LTMV,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,6,
15467_LTMV,193113554062,WOMENS GO WALK LITE - DIVINE,15467_LTMV,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,7,
15467_LTMV,193113554086,WOMENS GO WALK LITE - DIVINE,15467_LTMV,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,8,
15467_LTMV,193113554109,WOMENS GO WALK LITE - DIVINE,15467_LTMV,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,9,
15467_LTMV,193113554123,WOMENS GO WALK LITE - DIVINE,15467_LTMV,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Purple,10,
15641_MVE,193113164780,WOMENS GO WALK JOY-UPTURN,15641_MVE,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Purple,6,
15641_MVE,193113164803,WOMENS GO WALK JOY-UPTURN,15641_MVE,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Purple,7,
15641_MVE,193113164827,WOMENS GO WALK JOY-UPTURN,15641_MVE,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Purple,8,
15641_MVE,193113164841,WOMENS GO WALK JOY-UPTURN,15641_MVE,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Purple,9,
15641_MVE,193113164865,WOMENS GO WALK JOY-UPTURN,15641_MVE,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Purple,10,
15911_NVGD,193113887955,WOMENS GO WALK 5-BRAVE,15911_NVGD,Women,Footwear,Performance - Walking,100,4999.0,4999.0,Navy,9,
15953_NVAQ,193642503869,WOMENS GO WALK 5 - EXQUSITE,15953_NVAQ,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Navy,6,
15953_NVAQ,193642503944,WOMENS GO WALK 5 - EXQUSITE,15953_NVAQ,Women,Footwear,Performance - Walking,100,5499.0,5499.0,Navy,10,
16051_MVPR,193642587661,WOMENS GO RUN MOJO 2.0-ESCAPE,16051_MVPR,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Purple,7,
16098_BURG,194428236476,WOMENS GO WALK AIR,16098_BURG,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Red,9,
16701_TPE,193113981981,WOMENS GO WALK SMART-GLORY,16701_TPE,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Brown,8,
17693_PRPK,193642397703,WOMENS MAX CUSHIONING ELITE,17693_PRPK,Women,Footwear,Performance - Walking,100,7499.0,7499.0,Purple,7,
124043_PNK,194428437620,WOMENS GO WALK SMART - WISE,124043_PNK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,9,
124043_PNK,194428437644,WOMENS GO WALK SMART - WISE,124043_PNK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,10,
124043_PNK,194428437576,WOMENS GO WALK SMART - WISE,124043_PNK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,6H,
124043_PNK,194428437590,WOMENS GO WALK SMART - WISE,124043_PNK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,7H,
124043_PNK,194428437613,WOMENS GO WALK SMART - WISE,124043_PNK,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Pink,8H,
124043_TURQ,194428634647,WOMENS GO WALK SMART - WISE,124043_TURQ,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Green,6,
124043_TURQ,194428634661,WOMENS GO WALK SMART - WISE,124043_TURQ,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Green,7,
124043_TURQ,194428634685,WOMENS GO WALK SMART - WISE,124043_TURQ,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Green,8,
124043_TURQ,194428634708,WOMENS GO WALK SMART - WISE,124043_TURQ,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Green,9,
124043_TURQ,194428634722,WOMENS GO WALK SMART - WISE,124043_TURQ,Women,Footwear,Performance - Walking,100,5999.0,5999.0,Green,10,
124090_BKGD,194428054292,WOMENS GO WALK JOY - HIGHLIGHT,124090_BKGD,Women,Footwear,Performance - Walking,100,3799.0,3799.0,Black,6,
124090_BKGD,194428054315,WOMENS GO WALK JOY - HIGHLIGHT,124090_BKGD,Women,Footwear,Performance - Walking,100,3799.0,3799.0,Black,7,
124090_BKGD,194428054339,WOMENS GO WALK JOY - HIGHLIGHT,124090_BKGD,Women,Footwear,Performance - Walking,100,3799.0,3799.0,Black,8,
124090_BKGD,194428054353,WOMENS GO WALK JOY - HIGHLIGHT,124090_BKGD,Women,Footwear,Performance - Walking,100,3799.0,3799.0,Black,9,
124090_BKGD,194428054377,WOMENS GO WALK JOY - HIGHLIGHT,124090_BKGD,Women,Footwear,Performance - Walking,100,3799.0,3799.0,Black,10,
128012_BLTQ,194428384542,WOMENS GO RUN FAST - GLIMMER,128012_BLTQ,Women,Footwear,Performance - Running,100,4999.0,4999.0,Blue,6,
15460_WHT,194428659428,WOMENS GO WALK LITE - FLORET,15460_WHT,Women,Footwear,Performance - Walking,100,4999.0,4999.0,White,10,
149051_LTPK,194428040905,WOMENS SOLAR FUSE - COSMIC VIEW,149051_LTPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Pink,7,
149051_LTPK,194428040929,WOMENS SOLAR FUSE - COSMIC VIEW,149051_LTPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Pink,8,
149051_LTPK,194428040943,WOMENS SOLAR FUSE - COSMIC VIEW,149051_LTPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Pink,9,
149051_LTPK,194428040967,WOMENS SOLAR FUSE - COSMIC VIEW,149051_LTPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Pink,10,
149051_WBLP,194428041001,WOMENS SOLAR FUSE - COSMIC VIEW,149051_WBLP,Women,Footwear,Performance - Running,100,5499.0,5499.0,White,6,
149051_WBLP,194428041025,WOMENS SOLAR FUSE - COSMIC VIEW,149051_WBLP,Women,Footwear,Performance - Running,100,5499.0,5499.0,White,7,
149051_WBLP,194428041049,WOMENS SOLAR FUSE - COSMIC VIEW,149051_WBLP,Women,Footwear,Performance - Running,100,5499.0,5499.0,White,8,
149051_WBLP,194428041063,WOMENS SOLAR FUSE - COSMIC VIEW,149051_WBLP,Women,Footwear,Performance - Running,100,5499.0,5499.0,White,9,
15066_RAS,191665320678,WOMENS GO RUN 600 - OBTAIN,15066_RAS,Women,Footwear,Performance - Running,100,5499.0,5499.0,Red,9,
15076_BKHP,192283141461,WOMENS GO RUN 600-DEFIANCE,15076_BKHP,Women,Footwear,Performance - Running,100,6499.0,6499.0,Black,6,
15076_BKHP,192283141485,WOMENS GO RUN 600-DEFIANCE,15076_BKHP,Women,Footwear,Performance - Running,100,6499.0,6499.0,Black,7,
15076_BKHP,192283141508,WOMENS GO RUN 600-DEFIANCE,15076_BKHP,Women,Footwear,Performance - Running,100,6499.0,6499.0,Black,8,
15076_BKHP,192283141522,WOMENS GO RUN 600-DEFIANCE,15076_BKHP,Women,Footwear,Performance - Running,100,6499.0,6499.0,Black,9,
15076_BKHP,192283141546,WOMENS GO RUN 600-DEFIANCE,15076_BKHP,Women,Footwear,Performance - Running,100,6499.0,6499.0,Black,10,
15081_CCBL,192283376856,WOMENS GO RUN 600,15081_CCBL,Women,Footwear,Performance - Running,100,5499.0,5499.0,Charcoal,6,
15081_CCBL,192283376870,WOMENS GO RUN 600,15081_CCBL,Women,Footwear,Performance - Running,100,5499.0,5499.0,Charcoal,7,
15081_CCBL,192283376894,WOMENS GO RUN 600,15081_CCBL,Women,Footwear,Performance - Running,100,5499.0,5499.0,Charcoal,8,
15081_CCBL,192283376917,WOMENS GO RUN 600,15081_CCBL,Women,Footwear,Performance - Running,100,5499.0,5499.0,Charcoal,9,
15081_CCBL,192283376931,WOMENS GO RUN 600,15081_CCBL,Women,Footwear,Performance - Running,100,5499.0,5499.0,Charcoal,10,
15081_NVPK,192283232749,WOMENS GO RUN 600,15081_NVPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Navy,6,
15081_NVPK,192283232763,WOMENS GO RUN 600,15081_NVPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Navy,7,
15081_NVPK,192283232787,WOMENS GO RUN 600,15081_NVPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Navy,8,
15081_NVPK,192283232800,WOMENS GO RUN 600,15081_NVPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Navy,9,
15081_NVPK,192283232824,WOMENS GO RUN 600,15081_NVPK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Navy,10,
15081_PNK,192283232657,WOMENS GO RUN 600,15081_PNK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Pink,8,
15081_PNK,192283232671,WOMENS GO RUN 600,15081_PNK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Pink,9,
15081_PNK,192283232695,WOMENS GO RUN 600,15081_PNK,Women,Footwear,Performance - Running,100,5499.0,5499.0,Pink,10,
15091_BBK,192283797590,WOMENS GO RUN 600-QUALIFIED,15091_BBK,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,8,
15091_BKW,192283622564,WOMENS GO RUN 600-QUALIFIED,15091_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,6,
15091_BKW,192283622588,WOMENS GO RUN 600-QUALIFIED,15091_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,7,
15091_BKW,192283622601,WOMENS GO RUN 600-QUALIFIED,15091_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,8,
15091_BKW,192283622625,WOMENS GO RUN 600-QUALIFIED,15091_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,9,
15091_BKW,192283622649,WOMENS GO RUN 600-QUALIFIED,15091_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,10,
15103_BKW,192283960901,WOMENS GO RUN FAST-VALOR,15103_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,6,
15103_BKW,192283960925,WOMENS GO RUN FAST-VALOR,15103_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,7,
15103_BKW,192283960949,WOMENS GO RUN FAST-VALOR,15103_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,8,
15103_BKW,192283960963,WOMENS GO RUN FAST-VALOR,15103_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,9,
15103_BKW,192283960987,WOMENS GO RUN FAST-VALOR,15103_BKW,Women,Footwear,Performance - Running,100,4999.0,4999.0,Black,10,
15103_BLU,192283961021,WOMENS GO RUN FAST-VALOR,15103_BLU,Women,Footwear,Performance - Running,100,4999.0,4999.0,Blue,6,
15103_BLU,192283961045,WOMENS GO RUN FAST-VALOR,15103_BLU,Women,Footwear,Performance - Running,100,4999.0,4999.0,Blue,7,
15103_BLU,192283961069,WOMENS GO RUN FAST-VALOR,15103_BLU,Women,Footwear,Performance - Running,100,4999.0,4999.0,Blue,8,
15103_BLU,192283961083,WOMENS GO RUN FAST-VALOR,15103_BLU,Women,Footwear,Performance - Running,100,4999.0,4999.0,Blue,9,
15103_BLU,192283961106,WOMENS GO RUN FAST-VALOR,15103_BLU,Women,Footwear,Performance - Running,100,4999.0,4999.0,Blue,10,
15103_MVE,192283983658,WOMENS GO RUN FAST-VALOR,15103_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,6,
15103_MVE,192283983672,WOMENS GO RUN FAST-VALOR,15103_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,7,
15103_MVE,192283983696,WOMENS GO RUN FAST-VALOR,15103_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,8,
15103_MVE,192283983719,WOMENS GO RUN FAST-VALOR,15103_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,9,
15103_MVE,192283983733,WOMENS GO RUN FAST-VALOR,15103_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,10,
15106_NVCL,193642154535,WOMENS GO RUN FAST,15106_NVCL,Women,Footwear,Performance - SLIPPER,100,4999.0,4999.0,Navy,6,
15106_NVCL,193642154559,WOMENS GO RUN FAST,15106_NVCL,Women,Footwear,Performance - SLIPPER,100,4999.0,4999.0,Navy,7,
15106_NVCL,193642154573,WOMENS GO RUN FAST,15106_NVCL,Women,Footwear,Performance - SLIPPER,100,4999.0,4999.0,Navy,8,
15106_NVCL,193642154597,WOMENS GO RUN FAST,15106_NVCL,Women,Footwear,Performance - SLIPPER,100,4999.0,4999.0,Navy,9,
15106_PUR,193642459357,WOMENS GO RUN FAST,15106_PUR,Women,Footwear,Performance - SLIPPER,100,4999.0,4999.0,Purple,6,
15106_PUR,193642459395,WOMENS GO RUN FAST,15106_PUR,Women,Footwear,Performance - SLIPPER,100,4999.0,4999.0,Purple,8,
15106_PUR,193642459432,WOMENS GO RUN FAST,15106_PUR,Women,Footwear,Performance - SLIPPER,100,4999.0,4999.0,Purple,10,
15107_BKPK,193642154313,WOMENS GO RUN FAST-GLIDE,15107_BKPK,Women,Footwear,Performance - Walking,100,5299.0,5299.0,Black,7,
15160_MVBL,193113846105,WOMENS GO RUN FOCUS-GRAVITY,15160_MVBL,Women,Footwear,Performance - Running,100,5499.0,5499.0,Purple,10,
15178_NVPK,193642164466,WOMENS GO RUN FOCUS,15178_NVPK,Women,Footwear,Performance - Running,100,5999.0,5999.0,Navy,6,
15178_NVPK,193642164480,WOMENS GO RUN FOCUS,15178_NVPK,Women,Footwear,Performance - Running,100,5999.0,5999.0,Navy,7,
15178_NVPK,193642164503,WOMENS GO RUN FOCUS,15178_NVPK,Women,Footwear,Performance - Running,100,5999.0,5999.0,Navy,8,
15178_NVPK,193642164527,WOMENS GO RUN FOCUS,15178_NVPK,Women,Footwear,Performance - Running,100,5999.0,5999.0,Navy,9,
15178_NVPK,193642164541,WOMENS GO RUN FOCUS,15178_NVPK,Women,Footwear,Performance - Running,100,5999.0,5999.0,Navy,10,
15178_PUR,193642164640,WOMENS GO RUN FOCUS,15178_PUR,Women,Footwear,Performance - Running,100,5999.0,5999.0,Purple,9,
128087_BKW,194428399874,WOMENS GO RUN 7+,128087_BKW,Women,Footwear,Performance - Running,100,9999.0,9999.0,Black,7,
128087_BKW,194428399898,WOMENS GO RUN 7+,128087_BKW,Women,Footwear,Performance - Running,100,9999.0,9999.0,Black,8,
128087_LVMT,194428399973,WOMENS GO RUN 7+,128087_LVMT,Women,Footwear,Performance - Running,100,9999.0,9999.0,Purple,6,
128087_LVMT,194428399997,WOMENS GO RUN 7+,128087_LVMT,Women,Footwear,Performance - Running,100,9999.0,9999.0,Purple,7,
128087_LVMT,194428400013,WOMENS GO RUN 7+,128087_LVMT,Women,Footwear,Performance - Running,100,9999.0,9999.0,Purple,8,
128087_LVMT,194428400037,WOMENS GO RUN 7+,128087_LVMT,Women,Footwear,Performance - Running,100,9999.0,9999.0,Purple,9,
128087_LVMT,194428400051,WOMENS GO RUN 7+,128087_LVMT,Women,Footwear,Performance - Running,100,9999.0,9999.0,Purple,10,
14843_MVE,192283343049,WOMENS GO RUN MOJO-REACTIVATE,14843_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,6,
14843_MVE,192283343063,WOMENS GO RUN MOJO-REACTIVATE,14843_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,7,
14843_MVE,192283343100,WOMENS GO RUN MOJO-REACTIVATE,14843_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,9,
14843_MVE,192283343124,WOMENS GO RUN MOJO-REACTIVATE,14843_MVE,Women,Footwear,Performance - Running,100,4999.0,4999.0,Purple,10,
14843_PCH,192283342912,WOMENS GO RUN MOJO-REACTIVATE,14843_PCH,Women,Footwear,Performance - Running,100,4999.0,4999.0,Pink,6,
14843_PCH,192283342936,WOMENS GO RUN MOJO-REACTIVATE,14843_PCH,Women,Footwear,Performance - Running,100,4999.0,4999.0,Pink,7,
14843_PCH,192283342950,WOMENS GO RUN MOJO-REACTIVATE,14843_PCH,Women,Footwear,Performance - Running,100,4999.0,4999.0,Pink,8,
14845_BKMT,192283424045,WOMENS GO RUN MOJO-RADAR,14845_BKMT,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,6,
14845_BKMT,192283424120,WOMENS GO RUN MOJO-RADAR,14845_BKMT,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,10,
15191_BKMT,193113163998,WOMENS GO RUN TR- REACT,15191_BKMT,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,7,
15191_BKMT,193113164018,WOMENS GO RUN TR- REACT,15191_BKMT,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,8,
15191_BKMT,193113164032,WOMENS GO RUN TR- REACT,15191_BKMT,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,9,
15191_BKMT,193113164056,WOMENS GO RUN TR- REACT,15191_BKMT,Women,Footwear,Performance - Running,100,5999.0,5999.0,Black,10,
111103_BLU,193642948202,WOMENS GO WALK 5 -,111103_BLU,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Blue,5,
111103_BLU,193642948219,WOMENS GO WALK 5 -,111103_BLU,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Blue,6,
111103_BLU,193642948226,WOMENS GO WALK 5 -,111103_BLU,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Blue,7,
111103_NVY,193642948271,WOMENS GO WALK 5 -,111103_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,5,
111103_NVY,193642948288,WOMENS GO WALK 5 -,111103_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,6,
111103_NVY,193642948295,WOMENS GO WALK 5 -,111103_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,7,
111103_NVY,193642948301,WOMENS GO WALK 5 -,111103_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,8,
111103_NVY,193642948318,WOMENS GO WALK 5 -,111103_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,9,
111103_NVY,193642948325,WOMENS GO WALK 5 -,111103_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,10,
111105_GRY,194428154497,WOMENS GO WALK 5 - SUN KISSED,111105_GRY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Grey,5,
111105_GRY,194428154503,WOMENS GO WALK 5 - SUN KISSED,111105_GRY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Grey,6,
111105_GRY,194428154510,WOMENS GO WALK 5 - SUN KISSED,111105_GRY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Grey,7,
111105_GRY,194428154527,WOMENS GO WALK 5 - SUN KISSED,111105_GRY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Grey,8,
111105_GRY,194428154534,WOMENS GO WALK 5 - SUN KISSED,111105_GRY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Grey,9,
111105_GRY,194428154541,WOMENS GO WALK 5 - SUN KISSED,111105_GRY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Grey,10,
111105_NVY,193642948349,WOMENS GO WALK 5 - SUN KISSED,111105_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,5,
111105_NVY,193642948356,WOMENS GO WALK 5 - SUN KISSED,111105_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,6,
111105_NVY,193642948363,WOMENS GO WALK 5 - SUN KISSED,111105_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,7,
111105_NVY,193642948370,WOMENS GO WALK 5 - SUN KISSED,111105_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,8,
111105_NVY,193642948387,WOMENS GO WALK 5 - SUN KISSED,111105_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,9,
111105_NVY,193642948394,WOMENS GO WALK 5 - SUN KISSED,111105_NVY,Women,Footwear,Performance - Walking,100,3999.0,3999.0,Navy,10,
111106_BKMT,194428521428,WOMENS GO WALK 5 - BLOSSOMS,111106_BKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Black,5,
111106_BKMT,194428521435,WOMENS GO WALK 5 - BLOSSOMS,111106_BKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Black,6,
111106_BKMT,194428521442,WOMENS GO WALK 5 - BLOSSOMS,111106_BKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Black,7,
111106_BKMT,194428521459,WOMENS GO WALK 5 - BLOSSOMS,111106_BKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Black,8,
111106_BKMT,194428521466,WOMENS GO WALK 5 - BLOSSOMS,111106_BKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Black,9,
111106_BKMT,194428521473,WOMENS GO WALK 5 - BLOSSOMS,111106_BKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Black,10,
111111_PKMT,194428328904,WOMENS GO WALK 5 -,111111_PKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Pink,5,
111111_PKMT,194428328911,WOMENS GO WALK 5 -,111111_PKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Pink,6,
111111_PKMT,194428328928,WOMENS GO WALK 5 -,111111_PKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Pink,7,
111111_PKMT,194428328935,WOMENS GO WALK 5 -,111111_PKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Pink,8,
111111_PKMT,194428328942,WOMENS GO WALK 5 -,111111_PKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Pink,9,
111111_PKMT,194428328959,WOMENS GO WALK 5 -,111111_PKMT,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Pink,10,
13942_GYLM,884390082095,WOMENS GO Walk 2 - 360,13942_GYLM,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Grey,6,
13942_GYTQ,884390082255,WOMENS GO Walk 2 - 360,13942_GYTQ,Women,Footwear,Performance - Walking,100,4299.0,4299.0,Grey,8,
14078_BBK,190211848499,WOMENS GO WALK 3,14078_BBK,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Black,6,
14078_BKW,190211321916,WOMENS GO WALK 3,14078_BKW,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Black,8,
14078_BKW,190211321930,WOMENS GO WALK 3,14078_BKW,Women,Footwear,Performance - Walking,100,4499.0,4499.0,Black,9,
